Wed Sep 9 19:58:21 PDT 2015, lhr01, 1477, 1477, 18592, 209.83, 213.86, 0.627573, 12.58768, 16.01755, 1.27248, 1.25617, MKL SpMV, 0.00584, 6.368911, 66.725, CPU CSR I/O Proxy, 0.00388, 9.572893, 100.292, Merge SpMV, 0.00547, 6.801489, 71.257, Merge SpMV NUMA, Numa setup ms, 1.67203, 0.00519, 7.159607, 75.009, POSKI Tuned SpMV, poski tune ms, 52.38509, 0.07642, 0.486594, 5.098,
Wed Sep 9 19:58:27 PDT 2015, lhr02, 2954, 2954, 37206, 210.29, 214.60, 0.935280, 12.59513, 16.01332, 1.27139, 1.25622, MKL SpMV, 0.00753, 9.876383, 103.469, CPU CSR I/O Proxy, 0.00473, 15.724075, 164.731, Merge SpMV, 0.00629, 11.827235, 123.907, Merge SpMV NUMA, Numa setup ms, 1.39499, 0.00608, 12.243083, 128.263, POSKI Tuned SpMV, poski tune ms, 79.91814, 0.08946, 0.831794, 8.714,
Wed Sep 9 19:58:34 PDT 2015, lhr04, 4101, 4101, 82682, 624.73, 640.07, 0.644143, 20.16142, 25.76332, 1.27785, 0.99976, MKL SpMV, 0.00945, 17.496131, 180.168, CPU CSR I/O Proxy, 0.00650, 25.445858, 262.031, Merge SpMV, 0.00818, 20.210763, 208.122, Merge SpMV NUMA, Numa setup ms, 1.16491, 0.00815, 20.297386, 209.014, POSKI Tuned SpMV, poski tune ms, 40.27700, 0.09660, 1.711780, 17.627,
Wed Sep 9 19:58:41 PDT 2015, lhr04c, 4101, 4101, 82682, 624.73, 640.07, 0.644143, 20.16142, 25.76332, 1.27785, 0.99976, MKL SpMV, 0.00962, 17.195044, 177.068, CPU CSR I/O Proxy, 0.00657, 25.152486, 259.010, Merge SpMV, 0.00814, 20.316437, 209.211, Merge SpMV NUMA, Numa setup ms, 1.89805, 0.00806, 20.513620, 211.241, POSKI Tuned SpMV, poski tune ms, 90.27982, 0.11793, 1.402173, 14.439,
Wed Sep 9 19:58:50 PDT 2015, lhr07, 7337, 7337, 156508, 1145.23, 854.32, 0.858158, 21.33133, 26.20063, 1.22827, 0.90478, MKL SpMV, 0.01364, 22.948927, 235.944, CPU CSR I/O Proxy, 0.00827, 37.846819, 389.114, Merge SpMV, 0.01114, 28.106305, 288.969, Merge SpMV NUMA, Numa setup ms, 1.80101, 0.01129, 27.718788, 284.985, POSKI Tuned SpMV, poski tune ms, 64.85820, 0.12185, 2.568904, 26.412,
Wed Sep 9 19:58:59 PDT 2015, lhr07c, 7337, 7337, 156508, 1145.23, 854.32, 0.858158, 21.33133, 26.20063, 1.22827, 0.90478, MKL SpMV, 0.01369, 22.862003, 235.051, CPU CSR I/O Proxy, 0.00838, 37.370763, 384.219, Merge SpMV, 0.01106, 28.291344, 290.871, Merge SpMV NUMA, Numa setup ms, 1.71614, 0.01145, 27.346239, 281.154, POSKI Tuned SpMV, poski tune ms, 42.06300, 0.12733, 2.458261, 25.274,
Wed Sep 9 19:59:09 PDT 2015, lhr10, 10672, 10672, 232633, 1720.35, 1253.01, 0.870958, 21.79844, 26.35875, 1.20920, 0.86832, MKL SpMV, 0.01801, 25.834708, 265.458, CPU CSR I/O Proxy, 0.01196, 38.889618, 399.601, Merge SpMV, 0.01468, 31.702334, 325.749, Merge SpMV NUMA, Numa setup ms, 1.74212, 0.01431, 32.520396, 334.155, POSKI Tuned SpMV, poski tune ms, 47.61600, 0.14630, 3.180168, 32.677,
Wed Sep 9 19:59:21 PDT 2015, lhr10c, 10672, 10672, 232633, 1720.35, 1253.01, 0.870958, 21.79844, 26.35875, 1.20920, 0.86832, MKL SpMV, 0.01812, 25.671123, 263.777, CPU CSR I/O Proxy, 0.01182, 39.351361, 404.345, Merge SpMV, 0.01430, 32.544009, 334.398, Merge SpMV NUMA, Numa setup ms, 1.87588, 0.01438, 32.361596, 332.523, POSKI Tuned SpMV, poski tune ms, 47.86396, 0.15897, 2.926694, 30.073,
Wed Sep 9 19:59:33 PDT 2015, lhr11, 10964, 10964, 233741, 1755.94, 1296.89, 0.862749, 21.31895, 26.18363, 1.22819, 0.90716, MKL SpMV, 0.01809, 25.842789, 265.701, CPU CSR I/O Proxy, 0.01188, 39.334117, 404.411, Merge SpMV, 0.01444, 32.384691, 332.961, Merge SpMV NUMA, Numa setup ms, 1.95789, 0.01446, 32.333212, 332.432, POSKI Tuned SpMV, poski tune ms, 83.42409, 0.16624, 2.812165, 28.913,
Wed Sep 9 19:59:45 PDT 2015, lhr11c, 10964, 10964, 233741, 1755.94, 1296.89, 0.862749, 21.31895, 26.18363, 1.22819, 0.90716, MKL SpMV, 0.01803, 25.925624, 266.553, CPU CSR I/O Proxy, 0.01175, 39.777995, 408.975, Merge SpMV, 0.01442, 32.408885, 333.210, Merge SpMV NUMA, Numa setup ms, 2.13504, 0.01480, 31.595887, 324.851, POSKI Tuned SpMV, poski tune ms, 48.40803, 0.16810, 2.780951, 28.592,
Wed Sep 9 19:59:58 PDT 2015, lhr14, 14270, 14270, 307858, 2308.27, 1572.70, 0.887301, 21.57379, 26.26886, 1.21763, 0.88744, MKL SpMV, 0.02236, 27.536174, 283.020, CPU CSR I/O Proxy, 0.01391, 44.274900, 455.063, Merge SpMV, 0.01816, 33.913358, 348.565, Merge SpMV NUMA, Numa setup ms, 1.86181, 0.01820, 33.825830, 347.666, POSKI Tuned SpMV, poski tune ms, 65.23609, 0.17674, 3.483748, 35.806,
Wed Sep 9 20:00:12 PDT 2015, lhr14c, 14270, 14270, 307858, 2308.27, 1572.70, 0.887301, 21.57379, 26.26886, 1.21763, 0.88744, MKL SpMV, 0.02245, 27.430060, 281.929, CPU CSR I/O Proxy, 0.01394, 44.167496, 453.959, Merge SpMV, 0.01832, 33.613576, 345.484, Merge SpMV NUMA, Numa setup ms, 2.09284, 0.01789, 34.410806, 353.678, POSKI Tuned SpMV, poski tune ms, 58.29597, 0.18177, 3.387312, 34.815,
Wed Sep 9 20:00:26 PDT 2015, lhr17, 17576, 17576, 381975, 2854.29, 1834.98, 0.898623, 21.73276, 26.32064, 1.21110, 0.87525, MKL SpMV, 0.02636, 28.984181, 297.844, CPU CSR I/O Proxy, 0.01594, 47.920285, 492.433, Merge SpMV, 0.02202, 34.686473, 356.441, Merge SpMV NUMA, Numa setup ms, 1.89114, 0.02165, 35.284614, 362.588, POSKI Tuned SpMV, poski tune ms, 119.92693, 0.19465, 3.924639, 40.330,
Wed Sep 9 20:00:40 PDT 2015, lhr17c, 17576, 17576, 381975, 2854.29, 1834.98, 0.898623, 21.73276, 26.32064, 1.21110, 0.87525, MKL SpMV, 0.02648, 28.847372, 296.438, CPU CSR I/O Proxy, 0.01596, 47.865467, 491.869, Merge SpMV, 0.02183, 34.988690, 359.547, Merge SpMV NUMA, Numa setup ms, 2.00009, 0.02137, 35.749095, 367.361, POSKI Tuned SpMV, poski tune ms, 53.96986, 0.21384, 3.572602, 36.712,
Wed Sep 9 20:00:54 PDT 2015, lhr34, 35152, 35152, 764014, 2855.65, 1840.95, 0.974387, 21.73458, 26.31938, 1.21094, 0.87527, MKL SpMV, 0.04754, 32.142409, 330.297, CPU CSR I/O Proxy, 0.02660, 57.452105, 590.381, Merge SpMV, 0.03672, 41.615327, 427.642, Merge SpMV NUMA, Numa setup ms, 2.08497, 0.03680, 41.527712, 426.741, POSKI Tuned SpMV, poski tune ms, 131.54889, 0.32258, 4.736953, 48.677,
Wed Sep 9 20:01:06 PDT 2015, lhr34c, 35152, 35152, 764014, 2855.65, 1840.95, 0.974387, 21.73458, 26.31938, 1.21094, 0.87527, MKL SpMV, 0.04735, 32.272498, 331.634, CPU CSR I/O Proxy, 0.02635, 57.980872, 595.815, Merge SpMV, 0.03658, 41.776995, 429.303, Merge SpMV NUMA, Numa setup ms, 1.96910, 0.03702, 41.274142, 424.135, POSKI Tuned SpMV, poski tune ms, 94.17796, 0.28772, 5.310783, 54.574,
Wed Sep 9 20:01:18 PDT 2015, lhr71, 70304, 70304, 1528092, 2856.14, 1842.72, 0.993644, 21.73549, 26.31875, 1.21087, 0.87528, MKL SpMV, 0.08734, 34.991314, 359.572, CPU CSR I/O Proxy, 0.04845, 63.077503, 648.187, Merge SpMV, 0.06296, 48.539909, 498.798, Merge SpMV NUMA, Numa setup ms, 3.12090, 0.06403, 47.729191, 490.467, POSKI Tuned SpMV, poski tune ms, 338.95206, 0.46710, 6.542829, 67.234,
Wed Sep 9 20:01:28 PDT 2015, lhr71c, 70304, 70304, 1528092, 2856.14, 1842.72, 0.993644, 21.73549, 26.31875, 1.21087, 0.87528, MKL SpMV, 0.08711, 35.086075, 360.546, CPU CSR I/O Proxy, 0.04818, 63.430250, 651.812, Merge SpMV, 0.06305, 48.476229, 498.144, Merge SpMV NUMA, Numa setup ms, 2.49314, 0.06396, 47.779844, 490.988, POSKI Tuned SpMV, poski tune ms, 227.84590, 0.56998, 5.361911, 55.099,
Wed Sep 9 20:01:39 PDT 2015, li, 22695, 22695, 1350309, 627.33, 455.69, 0.990985, 59.49808, 29.20537, 0.49086, 0.27859, MKL SpMV, 0.09127, 29.587771, 298.861, CPU CSR I/O Proxy, 0.04287, 63.001894, 636.372, Merge SpMV, 0.05712, 47.276586, 477.533, Merge SpMV NUMA, Numa setup ms, 2.64597, 0.05685, 47.507084, 479.862, POSKI Tuned SpMV, poski tune ms, 76.23410, 0.43961, 6.143153, 62.051,
Wed Sep 9 20:01:49 PDT 2015, light_in_tissue_Q,
Wed Sep 9 20:01:49 PDT 2015, linverse, 11999, 11999, 95977, 2.00, 1.22, 1.000000, 7.99875, 1.00133, 0.12519, -0.00547, MKL SpMV, 0.01115, 17.213995, 185.052, CPU CSR I/O Proxy, 0.00748, 25.656685, 275.812, Merge SpMV, 0.00994, 19.304351, 207.524, Merge SpMV NUMA, Numa setup ms, 1.65296, 0.00981, 19.568128, 210.360, POSKI Tuned SpMV, poski tune ms, 50.43292, 0.11653, 1.647319, 17.709,
Wed Sep 9 20:01:58 PDT 2015, ljournal-2008, 5363260, 5363260, 79023142, 560674.60, 995687.64, 0.772160, 14.73416, 37.00253, 2.51134, 10.52534, MKL SpMV, 62.47837, 2.529616, 26.326, CPU CSR I/O Proxy, 43.48077, 3.634855, 37.829, Merge SpMV, 44.68674, 3.536760, 36.808, Merge SpMV NUMA, Numa setup ms, 70.49989, 29.12313, 5.426830, 56.478, POSKI Tuned SpMV, poski tune ms, 7574.47510, 55.94576, 2.824991, 29.400,
Wed Sep 9 20:03:16 PDT 2015, lns_131, 131, 131, 536, 29.82, 36.83, 0.207597, 4.09160, 3.46289, 0.84634, 0.91109, MKL SpMV, 0.00466, 0.230270, 2.640, CPU CSR I/O Proxy, 0.00330, 0.324646, 3.723, Merge SpMV, 0.00440, 0.243866, 2.796, Merge SpMV NUMA, Numa setup ms, 1.43504, 0.00417, 0.257235, 2.950, POSKI Tuned SpMV, poski tune ms, 40.90095, 0.07058, 0.015189, 0.174,
Wed Sep 9 20:03:22 PDT 2015, lns_3937, 3937, 3937, 25407, 879.65, 1114.66, 0.182717, 6.45339, 3.05556, 0.47348, 0.01397, MKL SpMV, 0.00701, 7.245685, 79.193, CPU CSR I/O Proxy, 0.00426, 11.936463, 130.462, Merge SpMV, 0.00630, 8.060112, 88.095, Merge SpMV NUMA, Numa setup ms, 1.59097, 0.00612, 8.303187, 90.752, POSKI Tuned SpMV, poski tune ms, 43.14899, 0.08831, 0.575380, 6.289,
Wed Sep 9 20:03:28 PDT 2015, lns_511, 511, 511, 2796, 116.50, 144.40, 0.184022, 5.47162, 3.43669, 0.62809, 0.26874, MKL SpMV, 0.00513, 1.090080, 12.096, CPU CSR I/O Proxy, 0.00387, 1.443812, 16.021, Merge SpMV, 0.00460, 1.215082, 13.483, Merge SpMV NUMA, Numa setup ms, 1.63007, 0.00448, 1.248817, 13.858, POSKI Tuned SpMV, poski tune ms, 45.89295, 0.06988, 0.080020, 0.888,
Wed Sep 9 20:03:34 PDT 2015, lnsp3937, 3937, 3937, 25407, 28.63, 36.13, 0.999142, 6.45339, 3.05556, 0.47348, 0.01397, MKL SpMV, 0.00647, 7.857165, 85.877, CPU CSR I/O Proxy, 0.00446, 11.386429, 124.451, Merge SpMV, 0.00628, 8.094779, 88.474, Merge SpMV NUMA, Numa setup ms, 1.94120, 0.00611, 8.318951, 90.924, POSKI Tuned SpMV, poski tune ms, 91.69793, 0.08943, 0.568173, 6.210,
Wed Sep 9 20:03:41 PDT 2015, lnsp_131, 131, 131, 536, 9.63, 10.48, 0.903817, 4.09160, 3.46289, 0.84634, 0.91109, MKL SpMV, 0.00474, 0.226111, 2.593, CPU CSR I/O Proxy, 0.00332, 0.322967, 3.703, Merge SpMV, 0.00448, 0.239372, 2.745, Merge SpMV NUMA, Numa setup ms, 1.54209, 0.00439, 0.244186, 2.800, POSKI Tuned SpMV, poski tune ms, 73.44890, 0.07207, 0.014875, 0.171,
Wed Sep 9 20:03:46 PDT 2015, lnsp_511, 511, 511, 2796, 18.30, 21.97, 0.976708, 5.47162, 3.43669, 0.62809, 0.26874, MKL SpMV, 0.00507, 1.102893, 12.238, CPU CSR I/O Proxy, 0.00339, 1.648624, 18.294, Merge SpMV, 0.00474, 1.180718, 13.102, Merge SpMV NUMA, Numa setup ms, 1.93000, 0.00455, 1.229844, 13.647, POSKI Tuned SpMV, poski tune ms, 48.47813, 0.07152, 0.078186, 0.868,
Wed Sep 9 20:03:52 PDT 2015, lock1074, 1074, 1074, 51588, 58.50, 120.92, 0.905079, 48.03352, 15.97550, 0.33259, -0.57780, MKL SpMV, 0.00776, 13.299235, 134.654, CPU CSR I/O Proxy, 0.00484, 21.317788, 215.841, Merge SpMV, 0.00665, 15.520409, 157.143, Merge SpMV NUMA, Numa setup ms, 1.94001, 0.00656, 15.717934, 159.143, POSKI Tuned SpMV, poski tune ms, 45.03799, 0.08877, 1.162258, 11.768,
Wed Sep 9 20:03:59 PDT 2015, lock2232, 2232, 2232, 80352, 50.04, 37.69, 0.995002, 36.00000, 11.23359, 0.31204, -0.36372, MKL SpMV, 0.00913, 17.605033, 178.985, CPU CSR I/O Proxy, 0.00581, 27.670009, 281.312, Merge SpMV, 0.00762, 21.077035, 214.283, Merge SpMV NUMA, Numa setup ms, 1.67084, 0.00767, 20.957527, 213.068, POSKI Tuned SpMV, poski tune ms, 78.49693, 0.10153, 1.582790, 16.092,
Wed Sep 9 20:04:06 PDT 2015, lock3491, 3491, 3491, 160444, 109.88, 97.57, 0.989990, 45.95932, 12.95428, 0.28186, -0.83789, MKL SpMV, 0.01548, 20.734853, 210.055, CPU CSR I/O Proxy, 0.00799, 40.142215, 406.663, Merge SpMV, 0.01042, 30.795217, 311.972, Merge SpMV NUMA, Numa setup ms, 1.76096, 0.01040, 30.849637, 312.524, POSKI Tuned SpMV, poski tune ms, 53.62201, 0.12043, 2.664599, 26.994,
Wed Sep 9 20:04:16 PDT 2015, lock_700, 700, 700, 22175, 67.94, 142.45, 0.639960, 31.67857, 12.40614, 0.39163, 0.19563, MKL SpMV, 0.00637, 6.962432, 70.943, CPU CSR I/O Proxy, 0.00413, 10.734753, 109.381, Merge SpMV, 0.00554, 8.003742, 81.553, Merge SpMV NUMA, Numa setup ms, 1.72400, 0.00555, 7.993067, 81.445, POSKI Tuned SpMV, poski tune ms, 52.47593, 0.07788, 0.569494, 5.803,
Wed Sep 9 20:04:22 PDT 2015, lop163, 163, 163, 935, 7.28, 4.63, 0.985920, 5.73620, 0.55194, 0.09622, -2.21505, MKL SpMV, 0.00473, 0.394955, 4.363, CPU CSR I/O Proxy, 0.00316, 0.591469, 6.533, Merge SpMV, 0.00453, 0.413256, 4.565, Merge SpMV NUMA, Numa setup ms, 1.41311, 0.00430, 0.435388, 4.809, POSKI Tuned SpMV, poski tune ms, 72.71600, 0.07720, 0.024224, 0.268,
Wed Sep 9 20:04:28 PDT 2015, lp1, 534388, 534388, 1643420, 87169.57, 152594.53, 0.475405, 3.07533, 341.49879, 111.04456, 731.00089, MKL SpMV, 0.47812, 6.874484, 82.157, CPU CSR I/O Proxy, 0.07933, 41.432927, 495.165, Merge SpMV, 0.16874, 19.479190, 232.796, Merge SpMV NUMA, Numa setup ms, 2.92206, 0.17607, 18.668184, 223.104, POSKI Tuned SpMV, poski tune ms, 1354.15295, 0.99349, 3.308370, 39.538,
Wed Sep 9 20:04:50 PDT 2015, lp22, 2958, 16392, 68518, 6782.18, 4461.33, -0.045448, 23.16362, 13.62155, 0.58806, 0.79522, MKL SpMV, 0.01024, 13.379571, 137.261, CPU CSR I/O Proxy, 0.00625, 21.913071, 224.807, Merge SpMV, 0.00839, 16.340847, 167.641, Merge SpMV NUMA, Numa setup ms, 1.97506, 0.00817, 16.775864, 172.104, POSKI Tuned SpMV, poski tune ms, 160.51984, 0.11423, 1.199644, 12.307,
Wed Sep 9 20:04:59 PDT 2015, lp_25fv47, 821, 1876, 10705, 678.07, 389.15, 0.385147, 13.03898, 16.71444, 1.28188, 10.23318, MKL SpMV, 0.00560, 3.822642, 39.985, CPU CSR I/O Proxy, 0.00359, 5.969740, 62.444, Merge SpMV, 0.00524, 4.088045, 42.762, Merge SpMV NUMA, Numa setup ms, 1.53303, 0.00515, 4.157656, 43.490, POSKI Tuned SpMV, poski tune ms, 43.36786, 0.07464, 0.286828, 3.000,
Wed Sep 9 20:05:05 PDT 2015, lp_80bau3b, 2262, 12061, 23264, 5689.21, 2951.61, 0.277288, 10.28470, 11.66328, 1.13404, 3.56097, MKL SpMV, 0.00664, 7.010269, 74.192, CPU CSR I/O Proxy, 0.00419, 11.101195, 117.488, Merge SpMV, 0.00613, 7.593486, 80.365, Merge SpMV NUMA, Numa setup ms, 1.69516, 0.00581, 8.001566, 84.684, POSKI Tuned SpMV, poski tune ms, 49.41416, 0.08305, 0.560224, 5.929,
Wed Sep 9 20:05:11 PDT 2015, lp_adlittle, 56, 138, 424, 55.27, 30.40, 0.274541, 7.57143, 6.15530, 0.81296, 1.88520, MKL SpMV, 0.00456, 0.186166, 2.009, CPU CSR I/O Proxy, 0.00371, 0.228266, 2.464, Merge SpMV, 0.00425, 0.199540, 2.154, Merge SpMV NUMA, Numa setup ms, 1.40500, 0.00412, 0.205728, 2.220, POSKI Tuned SpMV, poski tune ms, 40.08198, 0.07021, 0.012078, 0.130,
Wed Sep 9 20:05:17 PDT 2015, lp_afiro, 27, 51, 102, 17.51, 9.12, 0.287598, 3.77778, 1.81217, 0.47969, 1.75137, MKL SpMV, 0.00486, 0.041962, 0.486, CPU CSR I/O Proxy, 0.00358, 0.057032, 0.661, Merge SpMV, 0.00431, 0.047294, 0.548, Merge SpMV NUMA, Numa setup ms, 1.49918, 0.00432, 0.047273, 0.548, POSKI Tuned SpMV, poski tune ms, 37.85300, 0.06458, 0.003159, 0.037,
Wed Sep 9 20:05:22 PDT 2015, lp_agg, 488, 615, 2862, 219.78, 172.67, 0.184363, 5.86475, 3.08323, 0.52572, 1.29239, MKL SpMV, 0.00476, 1.203547, 13.267, CPU CSR I/O Proxy, 0.00340, 1.684441, 18.568, Merge SpMV, 0.00464, 1.234061, 13.603, Merge SpMV NUMA, Numa setup ms, 1.53589, 0.00456, 1.254619, 13.830, POSKI Tuned SpMV, poski tune ms, 38.86986, 0.07463, 0.076703, 0.846,
Wed Sep 9 20:05:28 PDT 2015, lp_agg2, 516, 758, 4740, 323.26, 194.32, 0.036373, 9.18605, 6.15216, 0.66973, 2.25172, MKL SpMV, 0.00501, 1.891084, 20.146, CPU CSR I/O Proxy, 0.00350, 2.705064, 28.817, Merge SpMV, 0.00480, 1.973355, 21.022, Merge SpMV NUMA, Numa setup ms, 1.57905, 0.00476, 1.990861, 21.209, POSKI Tuned SpMV, poski tune ms, 61.74183, 0.07356, 0.128866, 1.373,
Wed Sep 9 20:05:33 PDT 2015, lp_agg3, 516, 758, 4756, 322.94, 194.34, 0.039313, 9.21705, 6.17630, 0.67009, 2.22142, MKL SpMV, 0.00499, 1.907495, 20.317, CPU CSR I/O Proxy, 0.00357, 2.663352, 28.367, Merge SpMV, 0.00493, 1.928910, 20.545, Merge SpMV NUMA, Numa setup ms, 1.52802, 0.00457, 2.082294, 22.178, POSKI Tuned SpMV, poski tune ms, 40.00902, 0.07643, 0.124450, 1.326,
Wed Sep 9 20:05:39 PDT 2015, lp_bandm, 305, 472, 2494, 184.40, 110.32, 0.031184, 8.17705, 9.24466, 1.13056, 3.11816, MKL SpMV, 0.00490, 1.016937, 10.916, CPU CSR I/O Proxy, 0.00326, 1.531151, 16.435, Merge SpMV, 0.00479, 1.041336, 11.177, Merge SpMV NUMA, Numa setup ms, 1.45698, 0.00444, 1.124066, 12.065, POSKI Tuned SpMV, poski tune ms, 43.07103, 0.07049, 0.070764, 0.760,
Wed Sep 9 20:05:45 PDT 2015, lp_beaconfd, 173, 295, 3408, 131.63, 56.08, 0.241948, 19.69942, 33.73275, 1.71237, 2.04849, MKL SpMV, 0.00482, 1.413246, 14.563, CPU CSR I/O Proxy, 0.00345, 1.973866, 20.340, Merge SpMV, 0.00440, 1.547409, 15.945, Merge SpMV NUMA, Numa setup ms, 1.61195, 0.00452, 1.508125, 15.541, POSKI Tuned SpMV, poski tune ms, 47.85800, 0.07512, 0.090739, 0.935,
Wed Sep 9 20:05:51 PDT 2015, lp_blend, 74, 114, 522, 28.41, 19.02, 0.117627, 7.05405, 4.92893, 0.69874, 1.89935, MKL SpMV, 0.00479, 0.218169, 2.367, CPU CSR I/O Proxy, 0.00369, 0.283007, 3.071, Merge SpMV, 0.00427, 0.244763, 2.656, Merge SpMV NUMA, Numa setup ms, 1.49918, 0.00412, 0.253605, 2.752, POSKI Tuned SpMV, poski tune ms, 71.53606, 0.07236, 0.014428, 0.157,
Wed Sep 9 20:05:56 PDT 2015, lp_bnl1, 643, 1586, 5532, 638.41, 234.58, 0.743080, 8.60342, 11.14222, 1.29509, 3.99812, MKL SpMV, 0.00510, 2.168561, 23.198, CPU CSR I/O Proxy, 0.00345, 3.209265, 34.331, Merge SpMV, 0.00503, 2.198195, 23.515, Merge SpMV NUMA, Numa setup ms, 1.85204, 0.00488, 2.265633, 24.236, POSKI Tuned SpMV, poski tune ms, 85.43801, 0.07867, 0.140630, 1.504,
Wed Sep 9 20:06:02 PDT 2015, lp_bnl2, 2324, 4486, 14996, 1478.32, 444.06, 0.844401, 6.45267, 8.87128, 1.37482, 4.33706, MKL SpMV, 0.00600, 5.001784, 54.669, CPU CSR I/O Proxy, 0.00386, 7.771433, 84.941, Merge SpMV, 0.00548, 5.474733, 59.838, Merge SpMV NUMA, Numa setup ms, 1.56713, 0.00543, 5.522067, 60.355, POSKI Tuned SpMV, poski tune ms, 54.29792, 0.07780, 0.385502, 4.213,
Wed Sep 9 20:06:08 PDT 2015, lp_bore3d, 233, 334, 1448, 104.32, 73.76, 0.142569, 6.21459, 8.95033, 1.44021, 4.12030, MKL SpMV, 0.00496, 0.583640, 6.400, CPU CSR I/O Proxy, 0.00331, 0.875730, 9.603, Merge SpMV, 0.00444, 0.652159, 7.151, Merge SpMV NUMA, Numa setup ms, 1.35398, 0.00428, 0.676339, 7.416, POSKI Tuned SpMV, poski tune ms, 49.60609, 0.07092, 0.040833, 0.448,
Wed Sep 9 20:06:14 PDT 2015, lp_brandy, 220, 303, 2202, 61.27, 51.53, 0.269837, 10.00909, 16.07482, 1.60602, 3.11191, MKL SpMV, 0.00474, 0.928973, 9.847, CPU CSR I/O Proxy, 0.00339, 1.298557, 13.764, Merge SpMV, 0.00452, 0.973556, 10.319, Merge SpMV NUMA, Numa setup ms, 1.42908, 0.00447, 0.984861, 10.439, POSKI Tuned SpMV, poski tune ms, 36.78012, 0.07142, 0.061660, 0.654,
Wed Sep 9 20:06:19 PDT 2015, lp_capri, 271, 482, 1896, 217.11, 134.73, -0.071511, 6.99631, 7.00580, 1.00136, 2.72482, MKL SpMV, 0.00487, 0.778687, 8.455, CPU CSR I/O Proxy, 0.00351, 1.079222, 11.718, Merge SpMV, 0.00450, 0.843202, 9.155, Merge SpMV NUMA, Numa setup ms, 1.61409, 0.00426, 0.890375, 9.667, POSKI Tuned SpMV, poski tune ms, 36.92889, 0.06982, 0.054315, 0.590,
Wed Sep 9 20:06:25 PDT 2015, lp_cre_a, 3516, 7248, 18168, 2706.90, 2067.27, -0.020255, 5.16724, 12.35208, 2.39046, 19.98400, MKL SpMV, 0.00796, 4.565352, 50.955, CPU CSR I/O Proxy, 0.00382, 9.509905, 106.142, Merge SpMV, 0.00621, 5.853340, 65.330, Merge SpMV NUMA, Numa setup ms, 1.59287, 0.00615, 5.905181, 65.909, POSKI Tuned SpMV, poski tune ms, 51.72897, 0.08774, 0.414135, 4.622,
Wed Sep 9 20:06:32 PDT 2015, lp_cre_b, 9648, 77137, 260785, 35921.32, 20658.63, 0.099368, 27.02995, 63.37417, 2.34459, 8.53007, MKL SpMV, 0.08482, 6.149326, 62.858, CPU CSR I/O Proxy, 0.01475, 35.358097, 361.430, Merge SpMV, 0.01826, 28.559430, 291.934, Merge SpMV NUMA, Numa setup ms, 1.88899, 0.01827, 28.543233, 291.768, POSKI Tuned SpMV, poski tune ms, 220.77417, 0.19323, 2.699179, 27.591,
Wed Sep 9 20:06:50 PDT 2015, lp_cre_c, 3068, 6411, 15977, 2378.32, 1798.76, 0.002100, 5.20763, 12.11700, 2.32678, 18.09621, MKL SpMV, 0.00705, 4.532455, 50.547, CPU CSR I/O Proxy, 0.00430, 7.431298, 82.875, Merge SpMV, 0.00605, 5.279942, 58.883, Merge SpMV NUMA, Numa setup ms, 1.93906, 0.00587, 5.440904, 60.678, POSKI Tuned SpMV, poski tune ms, 40.72094, 0.08480, 0.376821, 4.202,
Wed Sep 9 20:06:56 PDT 2015, lp_cre_d, 8926, 73948, 246614, 34844.56, 19984.93, 0.121169, 27.62873, 66.56877, 2.40940, 8.33088, MKL SpMV, 0.08515, 5.792364, 59.182, CPU CSR I/O Proxy, 0.01352, 36.472516, 372.646, Merge SpMV, 0.01714, 28.779755, 294.048, Merge SpMV NUMA, Numa setup ms, 1.90496, 0.01726, 28.576263, 291.968, POSKI Tuned SpMV, poski tune ms, 204.42415, 0.17587, 2.804563, 28.655,
Wed Sep 9 20:07:13 PDT 2015, lp_cycle, 1903, 3371, 21234, 872.43, 331.31, 0.887245, 11.15817, 11.48650, 1.02943, 1.28473, MKL SpMV, 0.00676, 6.279501, 66.172, CPU CSR I/O Proxy, 0.00373, 11.370894, 119.823, Merge SpMV, 0.00600, 7.083220, 74.641, Merge SpMV NUMA, Numa setup ms, 1.48702, 0.00554, 7.660727, 80.727, POSKI Tuned SpMV, poski tune ms, 90.11292, 0.09354, 0.454020, 4.784,
Wed Sep 9 20:07:20 PDT 2015, lp_czprob, 929, 3562, 10708, 1671.82, 969.95, 0.331136, 11.52637, 45.00333, 3.90438, 6.45454, MKL SpMV, 0.01212, 1.766699, 18.587, CPU CSR I/O Proxy, 0.00381, 5.614336, 59.066, Merge SpMV, 0.00525, 4.077871, 42.901, Merge SpMV NUMA, Numa setup ms, 1.66297, 0.00507, 4.220416, 44.401, POSKI Tuned SpMV, poski tune ms, 47.09792, 0.08337, 0.256889, 2.703,
Wed Sep 9 20:07:26 PDT 2015, lp_d2q06c, 2171, 5831, 33081, 1918.01, 863.27, 0.691103, 15.23768, 16.58105, 1.08816, 2.27178, MKL SpMV, 0.00773, 8.562577, 88.997, CPU CSR I/O Proxy, 0.00422, 15.686515, 163.042, Merge SpMV, 0.00633, 10.453717, 108.653, Merge SpMV NUMA, Numa setup ms, 1.45292, 0.00623, 10.621064, 110.393, POSKI Tuned SpMV, poski tune ms, 42.14811, 0.08490, 0.779333, 8.100,
