Wed Sep 9 19:47:16 PDT 2015, kron_g500-logn17, 131072, 131072, 10228360, 43629.55, 30852.80, 0.000748, 78.03619, 378.10504, 4.84525, 19.79101, MKL SpMV, 2.52932, 8.087836, 81.500, CPU CSR I/O Proxy, 2.32784, 8.787845, 88.554, Merge SpMV, 2.34443, 8.725662, 87.928, Merge SpMV NUMA, Numa setup ms, 10.90813, 1.90174, 10.756858, 108.396, POSKI Tuned SpMV, poski tune ms, 295.62711, 4.22172, 4.845588, 48.828,
Wed Sep 9 19:47:42 PDT 2015, kron_g500-logn18, 262144, 262144, 21165908, 87073.19, 61563.60, 0.000052, 80.74153, 453.73230, 5.61957, 25.53988, MKL SpMV, 5.52451, 7.662546, 77.195, CPU CSR I/O Proxy, 5.00729, 8.454031, 85.169, Merge SpMV, 5.04481, 8.391170, 84.535, Merge SpMV NUMA, Numa setup ms, 17.31491, 4.14585, 10.210649, 102.865, POSKI Tuned SpMV, poski tune ms, 856.88495, 9.27009, 4.566495, 46.004,
Wed Sep 9 19:48:11 PDT 2015, kron_g500-logn19, 524288, 524288, 43562265, 174768.40, 123564.76, -0.000412, 83.08843, 540.91371, 6.51010, 33.10713, MKL SpMV, 14.94280, 5.830536, 58.726, CPU CSR I/O Proxy, 12.97173, 6.716493, 67.650, Merge SpMV, 12.99477, 6.704586, 67.530, Merge SpMV NUMA, Numa setup ms, 35.50697, 8.74277, 9.965327, 100.373, POSKI Tuned SpMV, poski tune ms, 1948.91711, 22.70035, 3.838025, 38.657,
Wed Sep 9 19:48:51 PDT 2015, kron_g500-logn20, 1048576, 1048576, 89239674, 349848.35, 247409.58, 0.000126, 85.10559, 640.98214, 7.53161, 42.95602, MKL SpMV, 30.37642, 5.875588, 59.170, CPU CSR I/O Proxy, 27.78046, 6.424637, 64.699, Merge SpMV, 27.72277, 6.438005, 64.834, Merge SpMV NUMA, Numa setup ms, 71.40994, 18.63069, 9.579855, 96.474, POSKI Tuned SpMV, poski tune ms, 3548.91504, 48.97789, 3.644080, 36.698,
Wed Sep 9 19:49:43 PDT 2015, kron_g500-logn21, 2097152, 2097152, 182082942, 695340.36, 491700.67, 0.000174, 86.82391, 755.64142, 8.70315, 55.84735, MKL SpMV, 59.76968, 6.092819, 61.349, CPU CSR I/O Proxy, 48.40006, 7.524079, 75.761, Merge SpMV, 48.86606, 7.452328, 75.038, Merge SpMV NUMA, Numa setup ms, 129.68898, 44.83021, 8.123225, 81.794, POSKI Tuned SpMV, poski tune ms, 7789.72314, 91.37506, 3.985397, 40.129,
Wed Sep 9 19:50:57 PDT 2015, ks2010, 238600, 238600, 1121798, 2393.48, 12239.41, 0.983599, 4.70158, 2.37472, 0.50509, 2.83825, MKL SpMV, 0.15387, 14.580799, 164.416, CPU CSR I/O Proxy, 0.05608, 40.008654, 451.144, Merge SpMV, 0.12021, 18.663678, 210.455, Merge SpMV NUMA, Numa setup ms, 2.48194, 0.12244, 18.323587, 206.620, POSKI Tuned SpMV, poski tune ms, 599.33496, 0.60416, 3.713559, 41.875,
Wed Sep 9 19:51:15 PDT 2015, ky2010, 161672, 161672, 787778, 2225.58, 10866.32, 0.971741, 4.87269, 3.12579, 0.64149, 3.82865, MKL SpMV, 0.10681, 14.751020, 165.674, CPU CSR I/O Proxy, 0.04095, 38.475487, 432.132, Merge SpMV, 0.08406, 18.743726, 210.517, Merge SpMV NUMA, Numa setup ms, 2.25496, 0.08577, 18.368732, 206.306, POSKI Tuned SpMV, poski tune ms, 419.75592, 0.64065, 2.459299, 27.621,
Wed Sep 9 19:51:38 PDT 2015, l30, 2701, 16281, 52070, 7095.52, 3708.57, 0.963906, 19.27805, 1.91123, 0.09914, 0.75980, MKL SpMV, 0.00747, 13.934795, 143.685, CPU CSR I/O Proxy, 0.00499, 20.874663, 215.244, Merge SpMV, 0.00704, 14.789498, 152.498, Merge SpMV NUMA, Numa setup ms, 1.43504, 0.00698, 14.914432, 153.786, POSKI Tuned SpMV, poski tune ms, 72.01004, 0.09561, 1.089189, 11.231,
Wed Sep 9 19:51:45 PDT 2015, l9, 244, 1483, 4659, 641.14, 337.22, 0.955136, 19.09426, 1.98233, 0.10382, 0.32390, MKL SpMV, 0.00478, 1.947489, 20.087, CPU CSR I/O Proxy, 0.00342, 2.725899, 28.116, Merge SpMV, 0.00475, 1.963545, 20.252, Merge SpMV NUMA, Numa setup ms, 1.42193, 0.00471, 1.978435, 20.406, POSKI Tuned SpMV, poski tune ms, 77.12698, 0.08517, 0.109411, 1.128,
Wed Sep 9 19:51:52 PDT 2015, la2010, 204447, 204447, 980634, 2547.08, 9903.24, 0.985099, 4.79652, 3.44919, 0.71910, 48.21911, MKL SpMV, 0.13399, 14.637246, 164.682, CPU CSR I/O Proxy, 0.05342, 36.712312, 413.047, Merge SpMV, 0.10624, 18.460715, 207.700, Merge SpMV NUMA, Numa setup ms, 2.34795, 0.10839, 18.094446, 203.579, POSKI Tuned SpMV, poski tune ms, 506.50717, 0.64184, 3.055711, 34.380,
Wed Sep 9 19:52:12 PDT 2015, laminar_duct3D, 67173, 67173, 3833077, 8497.84, 12322.61, 0.531571, 57.06276, 37.89559, 0.66410, -0.43418, MKL SpMV, 0.35929, 21.336780, 215.611, CPU CSR I/O Proxy, 0.17019, 45.045127, 455.188, Merge SpMV, 0.19209, 39.908970, 403.286, Merge SpMV NUMA, Numa setup ms, 5.34010, 0.17819, 43.021518, 434.739, POSKI Tuned SpMV, poski tune ms, 145.41507, 0.78346, 9.785042, 98.879,
Wed Sep 9 19:52:22 PDT 2015, landmark, 71952, 2704, 1151232, 34608.64, 20035.96, 0.969053, 16.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.06914, 33.299092, 345.478, CPU CSR I/O Proxy, 0.03702, 62.194628, 645.269, Merge SpMV, 0.04795, 48.016934, 498.176, Merge SpMV NUMA, Numa setup ms, 2.36082, 0.06286, 36.626245, 379.997, POSKI Tuned SpMV, poski tune ms, 54.94285, 0.42122, 5.466172, 56.712,
Wed Sep 9 19:52:33 PDT 2015, language, 399130, 399130, 1216334, 47751.71, 70895.83, 0.749679, 3.04746, 20.71000, 6.79582, 444.34353, MKL SpMV, 0.24891, 9.773205, 116.974, CPU CSR I/O Proxy, 0.07605, 31.988758, 382.869, Merge SpMV, 0.15510, 15.684701, 187.728, Merge SpMV NUMA, Numa setup ms, 2.58708, 0.15770, 15.425581, 184.626, POSKI Tuned SpMV, poski tune ms, 1011.77881, 0.70139, 3.468352, 41.512,
Wed Sep 9 19:52:55 PDT 2015, lap_25, 25, 25, 169, 3.31, 2.24, 0.818182, 6.76000, 1.81725, 0.26882, 0.07858, MKL SpMV, 0.00504, 0.067015, 0.730, CPU CSR I/O Proxy, 0.00335, 0.100899, 1.099, Merge SpMV, 0.00412, 0.082044, 0.893, Merge SpMV NUMA, Numa setup ms, 1.51420, 0.00413, 0.081877, 0.891, POSKI Tuned SpMV, poski tune ms, 31.43311, 0.06534, 0.005173, 0.056,
Wed Sep 9 19:53:00 PDT 2015, large, 4282, 8617, 20635, 2872.83, 884.64, 0.819739, 4.81901, 3.32600, 0.69018, 2.88737, MKL SpMV, 0.00617, 6.691810, 75.250, CPU CSR I/O Proxy, 0.00402, 10.261168, 115.388, Merge SpMV, 0.00629, 6.556082, 73.724, Merge SpMV NUMA, Numa setup ms, 1.42503, 0.00602, 6.856435, 77.101, POSKI Tuned SpMV, poski tune ms, 47.20497, 0.09142, 0.451455, 5.077,
Wed Sep 9 19:53:07 PDT 2015, large_A_01, 4239, 8573, 18313, 2896.09, 898.21, 0.802969, 4.32012, 2.82119, 0.65303, 3.18119, MKL SpMV, 0.00607, 6.033185, 68.711, CPU CSR I/O Proxy, 0.00408, 8.980781, 102.281, Merge SpMV, 0.00600, 6.099289, 69.464, Merge SpMV NUMA, Numa setup ms, 1.44506, 0.00594, 6.167718, 70.243, POSKI Tuned SpMV, poski tune ms, 44.69395, 0.08310, 0.440749, 5.020,
Wed Sep 9 19:53:13 PDT 2015, large_A_02, 4162, 8496, 18887, 2875.96, 905.11, 0.816096, 4.53796, 3.06836, 0.67615, 2.98289, MKL SpMV, 0.00597, 6.331844, 71.690, CPU CSR I/O Proxy, 0.00429, 8.809194, 99.739, Merge SpMV, 0.00600, 6.290718, 71.225, Merge SpMV NUMA, Numa setup ms, 1.63293, 0.00584, 6.464032, 73.187, POSKI Tuned SpMV, poski tune ms, 111.52196, 0.09171, 0.411897, 4.664,
Wed Sep 9 19:53:20 PDT 2015, large_A_03, 4249, 8580, 20075, 2920.28, 883.34, 0.815464, 4.72464, 3.27452, 0.69307, 2.99920, MKL SpMV, 0.00616, 6.516987, 73.446, CPU CSR I/O Proxy, 0.00419, 9.586787, 108.042, Merge SpMV, 0.00631, 6.361300, 71.691, Merge SpMV NUMA, Numa setup ms, 1.59311, 0.00592, 6.779714, 76.407, POSKI Tuned SpMV, poski tune ms, 53.04504, 0.08507, 0.471968, 5.319,
Wed Sep 9 19:53:26 PDT 2015, large_A_04, 4200, 8536, 19717, 2912.39, 894.51, 0.815759, 4.69452, 3.25946, 0.69431, 2.99163, MKL SpMV, 0.00617, 6.392739, 72.098, CPU CSR I/O Proxy, 0.00413, 9.539172, 107.584, Merge SpMV, 0.00612, 6.442957, 72.664, Merge SpMV NUMA, Numa setup ms, 1.43003, 0.00619, 6.375210, 71.900, POSKI Tuned SpMV, poski tune ms, 74.63408, 0.08956, 0.440318, 4.966,
Wed Sep 9 19:53:33 PDT 2015, large_A_05, 4250, 8586, 19489, 2912.56, 889.69, 0.811838, 4.58565, 3.15562, 0.68815, 3.03616, MKL SpMV, 0.00615, 6.337515, 71.667, CPU CSR I/O Proxy, 0.00427, 9.123854, 103.176, Merge SpMV, 0.00619, 6.297823, 71.218, Merge SpMV NUMA, Numa setup ms, 1.67799, 0.00605, 6.444239, 72.874, POSKI Tuned SpMV, poski tune ms, 114.69507, 0.09052, 0.430610, 4.870,
Wed Sep 9 19:53:40 PDT 2015, large_A_06, 4237, 8576, 19314, 2907.21, 889.60, 0.809121, 4.55841, 3.12295, 0.68510, 3.05468, MKL SpMV, 0.00615, 6.284023, 71.112, CPU CSR I/O Proxy, 0.00432, 8.951316, 101.295, Merge SpMV, 0.00622, 6.214303, 70.323, Merge SpMV NUMA, Numa setup ms, 1.67704, 0.00601, 6.425943, 72.718, POSKI Tuned SpMV, poski tune ms, 43.79487, 0.08449, 0.457168, 5.173,
Wed Sep 9 19:53:46 PDT 2015, large_A_07, 4249, 8587, 19637, 2909.80, 886.56, 0.811533, 4.62156, 3.19182, 0.69064, 3.06147, MKL SpMV, 0.00617, 6.368578, 71.954, CPU CSR I/O Proxy, 0.00428, 9.182604, 103.747, Merge SpMV, 0.00606, 6.485784, 73.278, Merge SpMV NUMA, Numa setup ms, 1.45912, 0.00604, 6.499541, 73.434, POSKI Tuned SpMV, poski tune ms, 43.43391, 0.08304, 0.472962, 5.344,
Wed Sep 9 19:53:53 PDT 2015, large_A_08, 4236, 8575, 19595, 2908.06, 887.63, 0.811274, 4.62583, 3.17658, 0.68670, 3.03460, MKL SpMV, 0.00611, 6.417079, 72.494, CPU CSR I/O Proxy, 0.00420, 9.341100, 105.527, Merge SpMV, 0.00622, 6.304430, 71.222, Merge SpMV NUMA, Numa setup ms, 1.82319, 0.00599, 6.543639, 73.924, POSKI Tuned SpMV, poski tune ms, 109.50208, 0.08590, 0.456203, 5.154,
Wed Sep 9 19:53:59 PDT 2015, large_A_09, 4248, 8587, 19648, 2908.52, 886.61, 0.811471, 4.62524, 3.17718, 0.68692, 3.03903, MKL SpMV, 0.00611, 6.431825, 72.662, CPU CSR I/O Proxy, 0.00409, 9.608857, 108.553, Merge SpMV, 0.00609, 6.453731, 72.909, Merge SpMV NUMA, Numa setup ms, 1.48988, 0.00608, 6.466203, 73.050, POSKI Tuned SpMV, poski tune ms, 67.46888, 0.08793, 0.446901, 5.049,
Wed Sep 9 19:54:06 PDT 2015, large_A_10, 4237, 8576, 19617, 2908.98, 887.78, 0.811583, 4.62993, 3.18458, 0.68782, 3.03934, MKL SpMV, 0.00614, 6.392779, 72.212, CPU CSR I/O Proxy, 0.00423, 9.278422, 104.808, Merge SpMV, 0.00618, 6.349753, 71.726, Merge SpMV NUMA, Numa setup ms, 1.56093, 0.00598, 6.562031, 74.124, POSKI Tuned SpMV, poski tune ms, 64.35704, 0.08563, 0.458204, 5.176,
Wed Sep 9 19:54:13 PDT 2015, large_A_11, 4247, 8587, 19637, 2909.04, 887.07, 0.811359, 4.62373, 3.17204, 0.68604, 3.03527, MKL SpMV, 0.00612, 6.419436, 72.525, CPU CSR I/O Proxy, 0.00420, 9.341523, 105.537, Merge SpMV, 0.00622, 6.315424, 71.349, Merge SpMV NUMA, Numa setup ms, 1.72591, 0.00600, 6.546584, 73.961, POSKI Tuned SpMV, poski tune ms, 43.00308, 0.08050, 0.487903, 5.512,
Wed Sep 9 19:54:19 PDT 2015, large_A_12, 4236, 8576, 19617, 2908.83, 888.02, 0.811487, 4.63102, 3.18149, 0.68700, 3.03567, MKL SpMV, 0.00614, 6.392902, 72.212, CPU CSR I/O Proxy, 0.00426, 9.207002, 103.999, Merge SpMV, 0.00622, 6.310821, 71.285, Merge SpMV NUMA, Numa setup ms, 1.74689, 0.00604, 6.490883, 73.318, POSKI Tuned SpMV, poski tune ms, 109.78389, 0.08868, 0.442442, 4.998,
Wed Sep 9 19:54:26 PDT 2015, large_A_13, 4253, 8593, 19674, 2909.28, 887.63, 0.811975, 4.62591, 3.18265, 0.68801, 3.04773, MKL SpMV, 0.00633, 6.219690, 70.264, CPU CSR I/O Proxy, 0.00418, 9.420334, 106.422, Merge SpMV, 0.00622, 6.320965, 71.408, Merge SpMV NUMA, Numa setup ms, 1.31392, 0.00595, 6.615153, 74.732, POSKI Tuned SpMV, poski tune ms, 47.32704, 0.08676, 0.453518, 5.123,
Wed Sep 9 19:54:32 PDT 2015, large_A_14, 4248, 8585, 19688, 2902.25, 887.03, 0.812283, 4.63465, 3.19468, 0.68930, 3.03379, MKL SpMV, 0.00599, 6.576105, 74.274, CPU CSR I/O Proxy, 0.00414, 9.518565, 107.508, Merge SpMV, 0.00613, 6.426241, 72.582, Merge SpMV NUMA, Numa setup ms, 1.52111, 0.00613, 6.428377, 72.606, POSKI Tuned SpMV, poski tune ms, 69.51690, 0.08160, 0.482532, 5.450,
Wed Sep 9 19:54:39 PDT 2015, large_A_15, 4271, 8608, 19749, 2902.96, 888.27, 0.813446, 4.62398, 3.20954, 0.69411, 3.06486, MKL SpMV, 0.00626, 6.311378, 71.303, CPU CSR I/O Proxy, 0.00413, 9.569290, 108.110, Merge SpMV, 0.00604, 6.541980, 73.909, Merge SpMV NUMA, Numa setup ms, 1.45817, 0.00596, 6.628070, 74.881, POSKI Tuned SpMV, poski tune ms, 40.70210, 0.08184, 0.482634, 5.453,
Wed Sep 9 19:54:45 PDT 2015, large_A_16, 4265, 8598, 19717, 2899.34, 887.88, 0.813642, 4.62298, 3.21112, 0.69460, 3.06086, MKL SpMV, 0.00628, 6.281858, 70.972, CPU CSR I/O Proxy, 0.00454, 8.694862, 98.233, Merge SpMV, 0.00610, 6.461902, 73.006, Merge SpMV NUMA, Numa setup ms, 1.57690, 0.00588, 6.706421, 75.768, POSKI Tuned SpMV, poski tune ms, 115.58700, 0.09249, 0.426362, 4.817,
Wed Sep 9 19:54:52 PDT 2015, large_A_17, 4287, 8618, 19809, 2893.83, 887.19, 0.814322, 4.62071, 3.20103, 0.69276, 3.05479, MKL SpMV, 0.00624, 6.347903, 71.722, CPU CSR I/O Proxy, 0.00398, 9.955327, 112.480, Merge SpMV, 0.00616, 6.427342, 72.619, Merge SpMV NUMA, Numa setup ms, 1.86396, 0.00587, 6.749191, 76.256, POSKI Tuned SpMV, poski tune ms, 48.37894, 0.08605, 0.460402, 5.202,
Wed Sep 9 19:54:58 PDT 2015, large_A_18, 4277, 8608, 19754, 2894.29, 888.83, 0.814203, 4.61866, 3.19856, 0.69253, 3.04078, MKL SpMV, 0.00616, 6.417529, 72.512, CPU CSR I/O Proxy, 0.00420, 9.397447, 106.182, Merge SpMV, 0.00614, 6.438389, 72.748, Merge SpMV NUMA, Numa setup ms, 1.83296, 0.00603, 6.557257, 74.091, POSKI Tuned SpMV, poski tune ms, 47.74785, 0.08813, 0.448271, 5.065,
Wed Sep 9 19:55:05 PDT 2015, large_A_19, 4297, 8625, 19579, 2887.17, 890.82, 0.813493, 4.55643, 3.13770, 0.68863, 3.05645, MKL SpMV, 0.00619, 6.324807, 71.577, CPU CSR I/O Proxy, 0.00413, 9.482732, 107.314, Merge SpMV, 0.00618, 6.334526, 71.687, Merge SpMV NUMA, Numa setup ms, 1.65296, 0.00602, 6.508675, 73.657, POSKI Tuned SpMV, poski tune ms, 58.84695, 0.08472, 0.462222, 5.231,
Wed Sep 9 19:55:12 PDT 2015, large_A_20, 4300, 8624, 19574, 2880.82, 889.35, 0.813272, 4.55209, 3.12571, 0.68665, 3.04050, MKL SpMV, 0.00621, 6.303660, 71.345, CPU CSR I/O Proxy, 0.00400, 9.784840, 110.746, Merge SpMV, 0.00605, 6.465745, 73.180, Merge SpMV NUMA, Numa setup ms, 1.51801, 0.00612, 6.398971, 72.424, POSKI Tuned SpMV, poski tune ms, 48.22206, 0.08214, 0.476589, 5.394,
Wed Sep 9 19:55:18 PDT 2015, large_A_21, 4315, 8637, 19936, 2877.06, 888.97, 0.816759, 4.62016, 3.19967, 0.69254, 3.04046, MKL SpMV, 0.00595, 6.702280, 75.727, CPU CSR I/O Proxy, 0.00433, 9.208616, 104.045, Merge SpMV, 0.00624, 6.389889, 72.197, Merge SpMV NUMA, Numa setup ms, 1.67298, 0.00589, 6.770610, 76.499, POSKI Tuned SpMV, poski tune ms, 46.72003, 0.09046, 0.440773, 4.980,
Wed Sep 9 19:55:25 PDT 2015, large_A_22, 4311, 8633, 19952, 2877.98, 888.16, 0.816861, 4.62816, 3.20414, 0.69231, 3.03361, MKL SpMV, 0.00613, 6.507818, 73.515, CPU CSR I/O Proxy, 0.00401, 9.960122, 112.514, Merge SpMV, 0.00617, 6.466732, 73.051, Merge SpMV NUMA, Numa setup ms, 1.53303, 0.00621, 6.424977, 72.579, POSKI Tuned SpMV, poski tune ms, 53.74599, 0.08357, 0.477489, 5.394,
Wed Sep 9 19:55:31 PDT 2015, large_A_23, 4312, 8634, 19904, 2874.71, 889.16, 0.816512, 4.61596, 3.17392, 0.68760, 3.01103, MKL SpMV, 0.00622, 6.396257, 72.277, CPU CSR I/O Proxy, 0.00417, 9.553475, 107.953, Merge SpMV, 0.00632, 6.302463, 71.217, Merge SpMV NUMA, Numa setup ms, 1.47414, 0.00617, 6.449670, 72.880, POSKI Tuned SpMV, poski tune ms, 41.27193, 0.08406, 0.473563, 5.351,
Wed Sep 9 19:55:38 PDT 2015, large_A_24, 4302, 8624, 19912, 2865.14, 887.95, 0.818894, 4.62854, 3.16971, 0.68482, 2.98615, MKL SpMV, 0.00625, 6.375571, 72.020, CPU CSR I/O Proxy, 0.00423, 9.424413, 106.461, Merge SpMV, 0.00621, 6.407807, 72.385, Merge SpMV NUMA, Numa setup ms, 1.46508, 0.00594, 6.706522, 75.759, POSKI Tuned SpMV, poski tune ms, 42.62781, 0.09113, 0.436986, 4.936,
Wed Sep 9 19:55:44 PDT 2015, large_A_25, 4292, 8631, 20399, 2880.48, 887.25, 0.818175, 4.75280, 3.30370, 0.69511, 2.96432, MKL SpMV, 0.00633, 6.445285, 72.589, CPU CSR I/O Proxy, 0.00407, 10.017329, 112.819, Merge SpMV, 0.00627, 6.505385, 73.266, Merge SpMV NUMA, Numa setup ms, 1.60694, 0.00615, 6.628715, 74.655, POSKI Tuned SpMV, poski tune ms, 47.17899, 0.08263, 0.493733, 5.561,
Wed Sep 9 19:55:51 PDT 2015, large_A_26, 4297, 8632, 20543, 2879.95, 885.03, 0.818930, 4.78078, 3.31559, 0.69353, 2.92420, MKL SpMV, 0.00636, 6.459025, 72.696, CPU CSR I/O Proxy, 0.00404, 10.165775, 114.416, Merge SpMV, 0.00632, 6.497003, 73.124, Merge SpMV NUMA, Numa setup ms, 1.40214, 0.00614, 6.693997, 75.341, POSKI Tuned SpMV, poski tune ms, 111.85002, 0.08717, 0.471334, 5.305,
Wed Sep 9 19:55:57 PDT 2015, large_A_27, 4284, 8624, 20431, 2879.95, 888.71, 0.818583, 4.76914, 3.29816, 0.69156, 2.91462, MKL SpMV, 0.00616, 6.636481, 74.714, CPU CSR I/O Proxy, 0.00417, 9.794766, 110.270, Merge SpMV, 0.00621, 6.583532, 74.118, Merge SpMV NUMA, Numa setup ms, 1.58095, 0.00624, 6.552763, 73.772, POSKI Tuned SpMV, poski tune ms, 70.34707, 0.08554, 0.477687, 5.378,
Wed Sep 9 19:56:04 PDT 2015, large_A_28, 4275, 8621, 20362, 2881.50, 891.54, 0.818227, 4.76304, 3.27060, 0.68666, 2.88859, MKL SpMV, 0.00637, 6.397593, 72.035, CPU CSR I/O Proxy, 0.00428, 9.511171, 107.093, Merge SpMV, 0.00624, 6.531262, 73.540, Merge SpMV NUMA, Numa setup ms, 1.61099, 0.00608, 6.699526, 75.435, POSKI Tuned SpMV, poski tune ms, 46.01788, 0.08822, 0.461593, 5.197,
Wed Sep 9 19:56:11 PDT 2015, large_A_29, 4302, 8633, 20686, 2878.25, 881.53, 0.819425, 4.80846, 3.32748, 0.69200, 2.90290, MKL SpMV, 0.00634, 6.521850, 73.356, CPU CSR I/O Proxy, 0.00395, 10.477579, 117.850, Merge SpMV, 0.00618, 6.697681, 75.334, Merge SpMV NUMA, Numa setup ms, 1.43409, 0.00609, 6.791691, 76.392, POSKI Tuned SpMV, poski tune ms, 43.01310, 0.08837, 0.468143, 5.266,
Wed Sep 9 19:56:17 PDT 2015, large_A_30, 4301, 8632, 20752, 2878.29, 881.09, 0.819767, 4.82492, 3.35358, 0.69505, 2.91683, MKL SpMV, 0.00635, 6.538373, 73.514, CPU CSR I/O Proxy, 0.00439, 9.463267, 106.401, Merge SpMV, 0.00624, 6.648193, 74.749, Merge SpMV NUMA, Numa setup ms, 1.46294, 0.00623, 6.658858, 74.869, POSKI Tuned SpMV, poski tune ms, 45.40086, 0.08522, 0.487029, 5.476,
Wed Sep 9 19:56:24 PDT 2015, large_A_31, 4285, 8623, 20643, 2877.06, 884.62, 0.818991, 4.81750, 3.33397, 0.69205, 2.90115, MKL SpMV, 0.00649, 6.359324, 71.514, CPU CSR I/O Proxy, 0.00407, 10.136961, 113.995, Merge SpMV, 0.00626, 6.591649, 74.126, Merge SpMV NUMA, Numa setup ms, 1.42312, 0.00595, 6.935724, 77.995, POSKI Tuned SpMV, poski tune ms, 43.76006, 0.08469, 0.487484, 5.482,
Wed Sep 9 19:56:30 PDT 2015, large_A_32, 4294, 8626, 20667, 2875.82, 882.32, 0.819249, 4.81299, 3.33200, 0.69229, 2.90094, MKL SpMV, 0.00621, 6.653915, 74.834, CPU CSR I/O Proxy, 0.00433, 9.540136, 107.294, Merge SpMV, 0.00608, 6.795810, 76.430, Merge SpMV NUMA, Numa setup ms, 1.74785, 0.00591, 6.994410, 78.664, POSKI Tuned SpMV, poski tune ms, 43.31612, 0.09137, 0.452384, 5.088,
Wed Sep 9 19:56:37 PDT 2015, large_A_33, 4292, 8627, 20650, 2875.98, 884.71, 0.819598, 4.81128, 3.32515, 0.69112, 2.89486, MKL SpMV, 0.00630, 6.553163, 73.704, CPU CSR I/O Proxy, 0.00400, 10.327731, 116.157, Merge SpMV, 0.00620, 6.660794, 74.914, Merge SpMV NUMA, Numa setup ms, 1.66798, 0.00599, 6.898972, 77.593, POSKI Tuned SpMV, poski tune ms, 62.73794, 0.08273, 0.499236, 5.615,
Wed Sep 9 19:56:44 PDT 2015, large_A_34, 4273, 8612, 20586, 2874.25, 885.34, 0.818850, 4.81769, 3.31916, 0.68895, 2.88295, MKL SpMV, 0.00625, 6.587248, 74.076, CPU CSR I/O Proxy, 0.00454, 9.062535, 101.912, Merge SpMV, 0.00613, 6.715992, 75.524, Merge SpMV NUMA, Numa setup ms, 1.68395, 0.00589, 6.985812, 78.558, POSKI Tuned SpMV, poski tune ms, 45.06993, 0.08461, 0.486595, 5.472,
Wed Sep 9 19:56:50 PDT 2015, large_A_35, 4294, 8626, 20650, 2873.60, 882.25, 0.819610, 4.80904, 3.31358, 0.68903, 2.88465, MKL SpMV, 0.00633, 6.520327, 73.338, CPU CSR I/O Proxy, 0.00414, 9.971124, 112.152, Merge SpMV, 0.00631, 6.550314, 73.676, Merge SpMV NUMA, Numa setup ms, 1.46103, 0.00604, 6.841307, 76.949, POSKI Tuned SpMV, poski tune ms, 61.29718, 0.08848, 0.466783, 5.250,
Wed Sep 9 19:56:57 PDT 2015, large_A_36, 4293, 8624, 20676, 2874.11, 882.85, 0.820064, 4.81621, 3.32907, 0.69122, 2.89476, MKL SpMV, 0.00617, 6.702691, 75.377, CPU CSR I/O Proxy, 0.00407, 10.170848, 114.379, Merge SpMV, 0.00631, 6.552080, 73.683, Merge SpMV NUMA, Numa setup ms, 1.54710, 0.00618, 6.688883, 75.222, POSKI Tuned SpMV, poski tune ms, 69.68307, 0.09163, 0.451305, 5.075,
Wed Sep 9 19:57:04 PDT 2015, large_A_37, 4282, 8617, 20635, 2872.83, 884.64, 0.819739, 4.81901, 3.32600, 0.69018, 2.88737, MKL SpMV, 0.00632, 6.529423, 73.424, CPU CSR I/O Proxy, 0.00409, 10.096976, 113.541, Merge SpMV, 0.00641, 6.439386, 72.411, Merge SpMV NUMA, Numa setup ms, 1.50609, 0.00627, 6.577502, 73.964, POSKI Tuned SpMV, poski tune ms, 64.01992, 0.08873, 0.465141, 5.231,
Wed Sep 9 19:57:11 PDT 2015, largebasis, 440020, 440020, 5560100, 203753.34, 89456.12, -0.524535, 12.63602, 1.15112, 0.09110, 0.00890, MKL SpMV, 1.12444, 9.889572, 103.592, CPU CSR I/O Proxy, 1.13607, 9.788342, 102.531, Merge SpMV, 1.15662, 9.614413, 100.709, Merge SpMV NUMA, Numa setup ms, 5.43380, 0.85419, 13.018405, 136.366, POSKI Tuned SpMV, poski tune ms, 937.31714, 1.49968, 7.415025, 77.671,
Wed Sep 9 19:57:33 PDT 2015, laser, 3002, 3002, 9000, 1556.22, 685.37, -0.701904, 2.99800, 0.81826, 0.27294, -0.00362, MKL SpMV, 0.00537, 3.351130, 40.218, CPU CSR I/O Proxy, 0.00398, 4.526661, 54.326, Merge SpMV, 0.00543, 3.312062, 39.749, Merge SpMV NUMA, Numa setup ms, 1.49798, 0.00531, 3.391581, 40.703, POSKI Tuned SpMV, poski tune ms, 59.22604, 0.07798, 0.230824, 2.770,
Wed Sep 9 19:57:39 PDT 2015, ldoor, 952203, 952203, 46522475, 71299.85, 126981.91, 0.855891, 48.85773, 11.94657, 0.24452, 0.02027, MKL SpMV, 14.73672, 6.313818, 63.914, CPU CSR I/O Proxy, 14.94943, 6.223981, 63.004, Merge SpMV, 14.90647, 6.241916, 63.186, Merge SpMV NUMA, Numa setup ms, 37.14585, 7.61788, 12.214024, 123.640, POSKI Tuned SpMV, poski tune ms, 1261.20715, 9.56422, 9.728442, 98.479,
Wed Sep 9 19:58:15 PDT 2015, lesmis, 77, 77, 508, 12.53, 14.27, 0.605440, 6.59740, 6.00056, 0.90953, 1.88936, MKL SpMV, 0.00506, 0.200683, 2.189, CPU CSR I/O Proxy, 0.00366, 0.277840, 3.031, Merge SpMV, 0.00427, 0.238208, 2.599, Merge SpMV NUMA, Numa setup ms, 1.66202, 0.00408, 0.248863, 2.715, POSKI Tuned SpMV, poski tune ms, 67.79122, 0.06921, 0.014681, 0.160,
